Date	        Open	High	Low	    Close	Volume	        Market Cap
Oct 11, 2022	$0.4017	$0.4017	$0.3885	$0.3905	$647,675,205	$13,387,358,945
Oct 10, 2022	$0.4231	$0.4263	$0.4018	$0.4018	$522,186,013	$13,770,149,026
Oct 09, 2022	$0.4218	$0.424	$0.42	$0.4231	$280,279,986	$14,497,057,763
Oct 08, 2022	$0.4243	$0.4268	$0.4201	$0.4217	$295,762,328	$14,451,251,309
Oct 07, 2022	$0.4287	$0.4303	$0.4224	$0.4243	$412,845,097	$14,539,806,957
Oct 06, 2022	$0.4313	$0.4367	$0.4268	$0.4287	$429,115,801	$14,689,488,559
Oct 05, 2022	$0.4358	$0.4362	$0.4247	$0.4313	$442,089,311	$14,774,574,874
Oct 04, 2022	$0.428	$0.4372	$0.4259	$0.4358	$443,212,603	$14,926,326,000
Oct 03, 2022	$0.4196	$0.4286	$0.4181	$0.428	$454,947,649	$14,660,264,626
Oct 02, 2022	$0.4303	$0.4323	$0.419	$0.4196	$404,886,268	$14,373,740,433
Oct 01, 2022	$0.4344	$0.4362	$0.429	$0.4303	$317,805,815	$14,738,901,590
Sep 30, 2022	$0.4382	$0.4405	$0.4302	$0.4344	$562,475,136	$14,876,397,352
Sep 29, 2022	$0.4373	$0.4384	$0.4285	$0.4382	$533,583,651	$15,002,962,317
Sep 28, 2022	$0.4418	$0.4425	$0.4264	$0.4373	$618,645,006	$14,972,857,894
Sep 27, 2022	$0.4468	$0.4625	$0.4382	$0.4419	$683,067,297	$15,130,373,751
Sep 26, 2022	$0.4463	$0.4503	$0.4382	$0.4468	$630,690,579	$15,295,559,862
Sep 25, 2022	$0.4516	$0.4618	$0.4402	$0.4462	$528,836,100	$15,273,923,718
Sep 24, 2022	$0.4618	$0.4671	$0.4513	$0.4516	$582,129,449	$15,456,926,001
Sep 23, 2022	$0.459	$0.4791	$0.4484	$0.4618	$1,025,328,778	$15,806,751,683
Sep 22, 2022	$0.4409	$0.4655	$0.4357	$0.459	$762,487,961	$15,709,058,102
Sep 21, 2022	$0.442	$0.4618	$0.4325	$0.4412	$1,223,771,049	$15,079,724,852
Sep 20, 2022	$0.4535	$0.4541	$0.4388	$0.4419	$544,680,283	$15,105,002,744
Sep 19, 2022	$0.4473	$0.4557	$0.4344	$0.4535	$776,470,650	$15,501,693,541
Sep 18, 2022	$0.4871	$0.4896	$0.4447	$0.4472	$677,522,389	$15,285,735,911
Sep 17, 2022	$0.4742	$0.4877	$0.4731	$0.4872	$511,814,025	$16,651,995,881
Sep 16, 2022	$0.4657	$0.4741	$0.456	$0.4741	$558,761,609	$16,206,589,909
Sep 15, 2022	$0.4814	$0.4814	$0.4639	$0.4656	$685,227,625	$15,916,654,286
Sep 14, 2022	$0.4639	$0.4857	$0.463	$0.4814	$737,527,013	$16,454,422,064
Sep 13, 2022	$0.5015	$0.5075	$0.4629	$0.4689	$1,004,511,415	$16,027,304,493
Sep 12, 2022	$0.5098	$0.5189	$0.4978	$0.5015	$856,809,100	$17,143,865,605
Sep 11, 2022	$0.5124	$0.5192	$0.5033	$0.5098	$705,305,295	$17,424,373,510
Sep 10, 2022	$0.5028	$0.5235	$0.4964	$0.5124	$995,666,468	$17,515,633,783
Sep 09, 2022	$0.4793	$0.5029	$0.4787	$0.5029	$858,927,416	$17,190,844,173
Sep 08, 2022	$0.4793	$0.4814	$0.4646	$0.4793	$647,768,733	$16,382,573,043
Sep 07, 2022	$0.463	$0.4816	$0.4555	$0.4793	$693,147,052	$16,382,850,424
Sep 06, 2022	$0.4991	$0.5112	$0.463	$0.4631	$982,012,136	$15,828,529,694
Sep 05, 2022	$0.5032	$0.5053	$0.4839	$0.4991	$646,475,147	$17,060,980,152
Sep 04, 2022	$0.4804	$0.5058	$0.4768	$0.5031	$907,968,827	$17,196,438,526
Sep 03, 2022	$0.4545	$0.4848	$0.454	$0.4804	$778,592,386	$16,420,612,568
Sep 02, 2022	$0.4575	$0.4656	$0.4499	$0.4546	$525,812,957	$15,537,756,339
Sep 01, 2022	$0.4467	$0.4585	$0.4425	$0.4575	$582,859,437	$15,637,621,559
Aug 31, 2022	$0.4523	$0.4628	$0.4461	$0.4467	$521,553,602	$15,076,088,552
Aug 30, 2022	$0.4507	$0.4625	$0.44	$0.4522	$640,051,711	$15,255,737,192
Aug 29, 2022	$0.4301	$0.452	$0.4277	$0.4507	$587,946,527	$15,212,378,661
Aug 28, 2022	$0.4497	$0.4534	$0.43	$0.43	$519,341,943	$14,515,263,480
Aug 27, 2022	$0.431	$0.4508	$0.4281	$0.4497	$733,099,946	$15,359,990,973
Aug 26, 2022	$0.465	$0.4816	$0.4282	$0.4309	$1,299,179,883	$14,716,473,044
Aug 25, 2022	$0.4581	$0.4734	$0.458	$0.465	$525,337,287	$15,688,611,612
Aug 24, 2022	$0.4652	$0.4666	$0.4545	$0.4581	$494,717,036	$15,462,346,898
Aug 23, 2022	$0.4615	$0.4688	$0.4478	$0.4652	$562,953,519	$15,786,340,361
Aug 22, 2022	$0.4635	$0.4635	$0.44	$0.4614	$722,091,304	$15,568,723,182
Aug 21, 2022	$0.4513	$0.4723	$0.4485	$0.4635	$616,272,980	$15,730,006,876
Aug 20, 2022	$0.4509	$0.463	$0.4389	$0.4514	$792,647,751	$15,317,406,140
Aug 19, 2022	$0.5127	$0.5127	$0.4493	$0.451	$1,294,433,367	$15,303,585,956
Aug 18, 2022	$0.5373	$0.543	$0.5114	$0.5126	$642,877,241	$17,395,723,706
Aug 17, 2022	$0.5579	$0.5799	$0.533	$0.537	$1,035,477,916	$18,119,143,800
Aug 16, 2022	$0.551	$0.5693	$0.5492	$0.5579	$734,187,541	$18,823,499,413
Aug 15, 2022	$0.5704	$0.581	$0.5456	$0.5512	$876,107,175	$18,703,480,035
Aug 14, 2022	$0.5598	$0.5939	$0.5576	$0.5703	$1,180,283,864	$19,354,043,699
Aug 13, 2022	$0.5407	$0.5664	$0.5387	$0.5598	$930,190,208	$18,887,553,432
Aug 12, 2022	$0.5312	$0.5414	$0.522	$0.5408	$538,287,825	$18,251,801,161
Aug 11, 2022	$0.5371	$0.5466	$0.5299	$0.5313	$819,277,170	$18,027,733,511
Aug 10, 2022	$0.514	$0.5379	$0.5041	$0.5371	$816,259,967	$18,128,278,210
Aug 09, 2022	$0.5367	$0.5371	$0.5076	$0.5141	$636,681,258	$17,343,618,705
Aug 08, 2022	$0.5275	$0.5484	$0.5236	$0.5366	$782,794,306	$18,208,885,734
Aug 07, 2022	$0.5114	$0.5367	$0.5077	$0.5275	$495,713,645	$17,796,329,481
Aug 06, 2022	$0.5176	$0.5215	$0.5112	$0.5113	$370,884,770	$17,256,192,058
Aug 05, 2022	$0.4996	$0.5184	$0.4995	$0.5175	$536,832,135	$17,460,046,863
Aug 04, 2022	$0.501	$0.5104	$0.4949	$0.4997	$499,753,654	$16,865,071,108
Aug 03, 2022	$0.4969	$0.5157	$0.4902	$0.501	$553,477,710	$16,902,834,365
Aug 02, 2022	$0.5139	$0.5146	$0.4902	$0.4968	$709,947,033	$16,769,374,022
Aug 01, 2022	$0.5171	$0.5257	$0.5025	$0.5141	$647,889,797	$17,352,979,970
Jul 31, 2022	$0.5256	$0.5425	$0.515	$0.517	$875,157,898	$17,544,584,313
Jul 30, 2022	$0.5232	$0.5512	$0.512	$0.5256	$1,247,885,850	$17,732,414,111
Jul 29, 2022	$0.5132	$0.5441	$0.5083	$0.5233	$1,601,170,272	$17,758,863,195
Jul 28, 2022	$0.5106	$0.5229	$0.4921	$0.5133	$1,404,871,202	$17,419,281,356
Jul 27, 2022	$0.4677	$0.5106	$0.4598	$0.5106	$1,108,377,917	$17,232,465,276
Jul 26, 2022	$0.4763	$0.4766	$0.4521	$0.4676	$753,266,177	$15,867,807,806
Jul 25, 2022	$0.5138	$0.5148	$0.4762	$0.4763	$747,132,740	$16,068,223,905
Jul 24, 2022	$0.5174	$0.5341	$0.5106	$0.5138	$910,596,091	$17,335,593,946
Jul 23, 2022	$0.4837	$0.5175	$0.4755	$0.5174	$837,188,756	$17,462,510,199
Jul 22, 2022	$0.5001	$0.5106	$0.4789	$0.4839	$783,147,406	$16,422,232,146
Jul 21, 2022	$0.4911	$0.5014	$0.4772	$0.5001	$929,201,777	$16,879,583,101
Jul 20, 2022	$0.5158	$0.546	$0.4893	$0.491	$1,559,480,054	$16,573,944,657
Jul 19, 2022	$0.4921	$0.5246	$0.4746	$0.5158	$1,558,576,681	$17,502,086,599
Jul 18, 2022	$0.4474	$0.4972	$0.4464	$0.4925	$1,514,608,156	$16,713,962,637
Jul 17, 2022	$0.4573	$0.4651	$0.4438	$0.4474	$695,937,971	$15,093,249,211
Jul 16, 2022	$0.4424	$0.4579	$0.4325	$0.4572	$653,009,372	$15,432,698,160
Jul 15, 2022	$0.4411	$0.4516	$0.434	$0.4425	$739,541,229	$14,928,029,675
Jul 14, 2022	$0.4381	$0.4444	$0.4177	$0.441	$861,474,952	$14,885,733,804
Jul 13, 2022	$0.4179	$0.4397	$0.4064	$0.4381	$977,278,539	$14,781,352,902
Jul 12, 2022	$0.4356	$0.4409	$0.4174	$0.4179	$707,915,451	$14,181,983,703
Jul 11, 2022	$0.4632	$0.4632	$0.4339	$0.4355	$737,643,033	$14,694,033,565
Jul 10, 2022	$0.4788	$0.4794	$0.4571	$0.4632	$612,314,122	$15,718,939,990
Jul 09, 2022	$0.4673	$0.4843	$0.4665	$0.4788	$666,827,059	$16,159,383,361
Jul 08, 2022	$0.4778	$0.4909	$0.4619	$0.4673	$827,327,238	$15,772,942,209
Jul 07, 2022	$0.4622	$0.4819	$0.4616	$0.4778	$619,107,061	$16,214,105,231
Jul 06, 2022	$0.4577	$0.4643	$0.4491	$0.4622	$622,551,308	$15,593,466,912
Jul 05, 2022	$0.4696	$0.4707	$0.4454	$0.4576	$766,706,338	$15,529,315,133
Jul 04, 2022	$0.4556	$0.4732	$0.4453	$0.4696	$808,524,892	$15,851,699,428
Jul 03, 2022	$0.4563	$0.4589	$0.4445	$0.4556	$439,469,536	$15,377,222,960
Jul 02, 2022	$0.4482	$0.4606	$0.4423	$0.4564	$494,852,064	$15,396,854,406
Jul 01, 2022	$0.4593	$0.4703	$0.4444	$0.4481	$796,619,668	$15,124,139,829
Jun 30, 2022	$0.4656	$0.4667	$0.4362	$0.4588	$903,962,268	$15,481,130,857
Jun 29, 2022	$0.4697	$0.4759	$0.4605	$0.4655	$769,352,065	$15,712,129,431
Jun 28, 2022	$0.4856	$0.4965	$0.4682	$0.4697	$724,759,074	$15,937,844,504
Jun 27, 2022	$0.4896	$0.5076	$0.4786	$0.4858	$709,992,597	$16,390,096,573
Jun 26, 2022	$0.4989	$0.524	$0.4894	$0.4897	$842,528,877	$16,527,043,913
Jun 25, 2022	$0.4992	$0.5069	$0.4795	$0.4989	$649,820,170	$16,833,937,441
Jun 24, 2022	$0.4802	$0.5088	$0.477	$0.4992	$945,924,412	$16,940,683,943
Jun 23, 2022	$0.4587	$0.4822	$0.458	$0.4803	$711,554,788	$16,298,242,542
Jun 22, 2022	$0.4795	$0.481	$0.4579	$0.4586	$818,977,392	$15,561,076,680
Jun 21, 2022	$0.4923	$0.5097	$0.4773	$0.4792	$1,018,828,248	$16,174,353,905
Jun 20, 2022	$0.4844	$0.508	$0.4629	$0.4923	$1,096,263,588	$16,608,404,988
Jun 19, 2022	$0.456	$0.4872	$0.4372	$0.4844	$1,050,008,285	$16,341,966,396
Jun 18, 2022	$0.4874	$0.4947	$0.4234	$0.4562	$1,214,101,657	$15,391,124,998
Jun 17, 2022	$0.4752	$0.5027	$0.4735	$0.4874	$872,710,309	$16,450,717,357
Jun 16, 2022	$0.5335	$0.544	$0.469	$0.475	$1,226,235,066	$16,026,795,414
Jun 15, 2022	$0.4842	$0.5368	$0.4501	$0.5333	$2,335,125,416	$17,992,876,269
Jun 14, 2022	$0.4633	$0.5174	$0.4385	$0.4844	$2,241,209,963	$16,349,268,635
Jun 13, 2022	$0.4961	$0.4965	$0.4392	$0.4631	$2,551,895,485	$15,631,922,421
Jun 12, 2022	$0.553	$0.5599	$0.4969	$0.4969	$1,474,640,183	$16,770,325,342
Jun 11, 2022	$0.5743	$0.6137	$0.5465	$0.5528	$1,232,257,018	$18,657,652,296
Jun 10, 2022	$0.6329	$0.6351	$0.5739	$0.5742	$1,170,021,356	$19,381,277,867
Jun 09, 2022	$0.6416	$0.6552	$0.6277	$0.6329	$1,166,081,755	$21,354,114,841
Jun 08, 2022	$0.6155	$0.6661	$0.611	$0.6416	$1,636,846,100	$21,772,549,803
Jun 07, 2022	$0.6093	$0.642	$0.5748	$0.6154	$1,450,579,665	$20,772,850,135
Jun 06, 2022	$0.5672	$0.6435	$0.5666	$0.6093	$1,417,826,128	$20,558,149,019
Jun 05, 2022	$0.5661	$0.5796	$0.5564	$0.5671	$478,128,224	$19,133,051,326
Jun 04, 2022	$0.56	$0.5706	$0.5481	$0.5661	$559,861,766	$19,106,277,156
Jun 03, 2022	$0.5878	$0.6033	$0.5415	$0.5597	$910,186,327	$18,991,447,265
Jun 02, 2022	$0.5526	$0.5958	$0.5504	$0.5878	$1,257,661,647	$19,839,578,551
Jun 01, 2022	$0.6254	$0.63	$0.5408	$0.5527	$1,404,107,650	$18,649,236,556
May 31, 2022	$0.57	$0.6823	$0.5696	$0.6253	$3,269,050,143	$21,095,465,849
May 30, 2022	$0.4811	$0.575	$0.4781	$0.5701	$1,185,015,742	$19,233,725,201
May 29, 2022	$0.4647	$0.4818	$0.4574	$0.4811	$444,269,488	$16,271,803,266
May 28, 2022	$0.4582	$0.4674	$0.4497	$0.4648	$448,858,644	$15,718,441,823
May 27, 2022	$0.4806	$0.4829	$0.4474	$0.4555	$922,413,717	$15,374,540,946
May 26, 2022	$0.514	$0.5201	$0.4664	$0.4809	$909,554,798	$16,224,514,598
May 25, 2022	$0.5212	$0.5315	$0.5083	$0.5139	$589,015,500	$17,379,444,292
May 24, 2022	$0.5127	$0.5243	$0.496	$0.5212	$678,125,877	$17,627,919,620
May 23, 2022	$0.5425	$0.5578	$0.5094	$0.5126	$753,004,177	$17,336,429,150
May 22, 2022	$0.5283	$0.547	$0.5234	$0.5426	$489,742,264	$18,307,396,578
May 21, 2022	$0.5179	$0.5364	$0.5114	$0.5283	$428,041,383	$17,831,941,058
May 20, 2022	$0.5334	$0.5434	$0.5031	$0.5179	$722,609,837	$17,515,756,704
May 19, 2022	$0.5055	$0.5442	$0.4956	$0.5333	$939,230,823	$18,037,043,684
May 18, 2022	$0.5781	$0.5845	$0.5056	$0.5056	$933,793,601	$17,065,797,555
May 17, 2022	$0.5567	$0.5979	$0.5544	$0.5781	$935,138,863	$19,503,757,289
May 16, 2022	$0.5976	$0.6085	$0.5478	$0.5567	$1,291,715,346	$18,828,281,214
May 15, 2022	$0.5394	$0.5979	$0.5165	$0.5975	$1,090,431,332	$20,167,153,400
May 14, 2022	$0.5289	$0.5542	$0.4914	$0.5394	$1,178,703,676	$18,197,419,582
May 13, 2022	$0.4734	$0.6011	$0.47	$0.5289	$1,946,134,960	$17,850,954,700
May 12, 2022	$0.513	$0.5455	$0.4065	$0.4737	$2,798,263,564	$15,983,742,074
May 11, 2022	$0.6288	$0.6576	$0.4846	$0.5128	$2,692,548,110	$17,301,359,976
May 10, 2022	$0.61	$0.6985	$0.5907	$0.629	$2,372,592,084	$21,229,119,364
May 09, 2022	$0.7395	$0.7532	$0.6101	$0.6101	$2,306,123,277	$20,592,042,144
May 08, 2022	$0.7621	$0.7639	$0.7293	$0.7396	$1,085,127,147	$25,012,203,840
May 07, 2022	$0.7834	$0.7851	$0.7507	$0.7619	$801,558,914	$25,767,047,428
May 06, 2022	$0.7911	$0.7983	$0.7657	$0.7834	$1,312,283,636	$26,493,407,296
May 05, 2022	$0.8971	$0.9041	$0.7781	$0.7912	$1,802,128,590	$26,703,424,886
May 04, 2022	$0.7711	$0.8977	$0.7696	$0.8969	$1,516,023,155	$30,334,822,293
May 03, 2022	$0.7814	$0.7986	$0.7621	$0.7711	$649,650,331	$26,028,116,860
May 02, 2022	$0.7903	$0.7958	$0.7662	$0.7815	$805,325,174	$26,431,509,847
May 01, 2022	$0.7567	$0.7994	$0.7497	$0.7903	$928,448,231	$26,676,154,077
Apr 30, 2022	$0.8051	$0.817	$0.7424	$0.7567	$868,001,173	$25,539,225,299
Apr 29, 2022	$0.8439	$0.8487	$0.7937	$0.805	$874,797,260	$27,161,353,317
Apr 28, 2022	$0.8406	$0.8521	$0.8277	$0.844	$836,357,358	$28,485,470,786
Apr 27, 2022	$0.8275	$0.8539	$0.8226	$0.8406	$927,312,593	$28,360,842,945
Apr 26, 2022	$0.8986	$0.9011	$0.821	$0.8276	$1,020,049,782	$27,923,948,978
Apr 25, 2022	$0.8864	$0.9017	$0.8302	$0.8987	$1,139,869,029	$30,321,103,824
Apr 24, 2022	$0.8883	$0.8979	$0.8819	$0.8863	$487,629,549	$29,916,574,843
Apr 23, 2022	$0.9072	$0.9106	$0.8847	$0.8885	$447,997,661	$29,977,242,757
Apr 22, 2022	$0.9103	$0.9237	$0.894	$0.9072	$725,788,912	$30,618,776,353
Apr 21, 2022	$0.9373	$0.9695	$0.8969	$0.9105	$871,111,347	$30,718,519,492
Apr 20, 2022	$0.9533	$0.9747	$0.9325	$0.9373	$828,312,845	$31,637,661,422
Apr 19, 2022	$0.9368	$0.9547	$0.9282	$0.9533	$777,142,382	$32,177,436,406
Apr 18, 2022	$0.9175	$0.9374	$0.8777	$0.9367	$1,105,222,191	$31,617,034,028
Apr 17, 2022	$0.9525	$0.9615	$0.9153	$0.9175	$528,371,933	$30,966,833,579
Apr 16, 2022	$0.9547	$0.9611	$0.9399	$0.9526	$468,473,785	$32,154,042,903
Apr 15, 2022	$0.9325	$0.958	$0.9325	$0.9547	$574,655,010	$32,211,230,516
Apr 14, 2022	$0.9746	$0.9836	$0.9255	$0.9324	$812,010,499	$31,458,690,205
Apr 13, 2022	$0.9551	$0.9782	$0.9374	$0.9747	$791,702,878	$32,898,493,640
Apr 12, 2022	$0.9206	$0.9809	$0.9206	$0.9551	$1,076,130,201	$32,238,576,331
Apr 11, 2022	$1.0307	$1.0307	$0.9201	$0.9204	$1,398,303,911	$31,067,541,492
Apr 10, 2022	$1.0450	$1.0680	$1.0288	$1.0309	$626,332,866	$34,795,020,604
Apr 09, 2022	$1.0259	$1.0451	$1.0238	$1.0450	$640,896,639	$35,271,935,757
Apr 08, 2022	$1.0916	$1.0974	$1.0214	$1.0263	$926,095,649	$34,641,111,043
Apr 07, 2022	$1.0531	$1.0985	$1.0451	$1.0919	$1,139,697,598	$36,854,215,826
Apr 06, 2022	$1.1708	$1.1716	$1.0524	$1.0528	$1,710,318,316	$35,533,696,287
Apr 05, 2022	$1.2130	$1.2174	$1.1675	$1.1708	$1,188,106,135	$39,517,520,585
Apr 04, 2022	$1.1858	$1.2404	$1.1655	$1.2129	$2,447,778,820	$40,923,596,993
Apr 03, 2022	$1.1559	$1.1985	$1.1467	$1.1859	$976,725,814	$40,012,506,060
Apr 02, 2022	$1.1654	$1.1938	$1.1511	$1.1560	$1,224,117,012	$39,002,558,741
Apr 01, 2022	$1.1420	$1.1730	$1.1076	$1.1654	$1,687,785,845	$39,320,320,850
Mar 31, 2022	$1.1903	$1.2263	$1.1372	$1.1419	$1,745,903,089	$38,525,050,494
Mar 30, 2022	$1.1910	$1.2167	$1.1676	$1.1904	$1,424,442,312	$40,162,593,159
Mar 29, 2022	$1.1693	$1.2394	$1.1690	$1.1911	$1,761,798,381	$40,171,531,364
Mar 28, 2022	$1.1823	$1.2429	$1.1625	$1.1702	$2,304,056,098	$39,465,734,602
